Student,Module Code,Mark,Gender,UoN Student Group,Ethnicity
S170701688,CSC8501, ,Male,Not Assigned,White including Another other and Irish
S170701688,CSC8502, ,Male,Not Assigned,White including Another other and Irish
S170701688,CSC8503, ,Male,Not Assigned,White including Another other and Irish
S170701688,CSC8504,52,Male,Not Assigned,White including Another other and Irish
S170701688,CSC8505,74,Male,Not Assigned,White including Another other and Irish
S170701688,CSC8506,58,Male,Not Assigned,White including Another other and Irish
S170740805,CSC8501,91,Male,Not Assigned,White including Another other and Irish
S170740805,CSC8502,90,Male,Not Assigned,White including Another other and Irish
S170740805,CSC8503,82,Male,Not Assigned,White including Another other and Irish
S170740805,CSC8504,92,Male,Not Assigned,White including Another other and Irish
S170740805,CSC8505,90,Male,Not Assigned,White including Another other and Irish
S170740805,CSC8506,78,Male,Not Assigned,White including Another other and Irish
S102796359,CSC8102,84,Male,Not Assigned,White including Another other and Irish
S102796359,CSC8103,76,Male,Not Assigned,White including Another other and Irish
S102796359,CSC8105,97,Male,Not Assigned,White including Another other and Irish
S102796359,CSC8106,96,Male,Not Assigned,White including Another other and Irish
S102796359,CSC8203,86,Male,Not Assigned,White including Another other and Irish
S102796359,CSC8204,95,Male,Not Assigned,White including Another other and Irish
S102796359,CSC8205,95,Male,Not Assigned,White including Another other and Irish
S102796359,CSC8206,79,Male,Not Assigned,White including Another other and Irish
S102796359,CSC8404,76,Male,Not Assigned,White including Another other and Irish
S120163641,CSC8102,76,Male,Not Assigned,Refused
S120163641,CSC8103,88,Male,Not Assigned,Refused
S120163641,CSC8105,88,Male,Not Assigned,Refused
S120163641,CSC8106,79,Male,Not Assigned,Refused
S120163641,CSC8110,92,Male,Not Assigned,Refused
S120163641,CSC8203,60,Male,Not Assigned,Refused
S120163641,CSC8205,82,Male,Not Assigned,Refused
S120163641,CSC8206,81,Male,Not Assigned,Refused
S120163641,CSC8406,96,Male,Not Assigned,Refused
S120434002,CSC8101,61,Male,Not Assigned,White including Another other and Irish
S120434002,CSC8103,69,Male,Not Assigned,White including Another other and Irish
S120434002,CSC8104,84,Male,Not Assigned,White including Another other and Irish
S120434002,CSC8110,95,Male,Not Assigned,White including Another other and Irish
S120434002,CSC8111,74,Male,Not Assigned,White including Another other and Irish
S120434002,CSC8202,59,Male,Not Assigned,White including Another other and Irish
S120434002,CSC8205,74,Male,Not Assigned,White including Another other and Irish
S120434002,CSC8206,77,Male,Not Assigned,White including Another other and Irish
S120434002,CSC8404,86,Male,Not Assigned,White including Another other and Irish
S130227940,CSC8101,70,Male,Not Assigned,White including Another other and Irish
S130227940,CSC8103,76,Male,Not Assigned,White including Another other and Irish
S130227940,CSC8104,81,Male,Not Assigned,White including Another other and Irish
S130227940,CSC8109,80,Male,Not Assigned,White including Another other and Irish
S130227940,CSC8110,78,Male,Not Assigned,White including Another other and Irish
S130227940,CSC8111,66,Male,Not Assigned,White including Another other and Irish
S130227940,CSC8202,63,Male,Not Assigned,White including Another other and Irish
S130227940,CSC8205,79,Male,Not Assigned,White including Another other and Irish
S130227940,CSC8404,72,Male,Not Assigned,White including Another other and Irish
S130347765,CSC8101,67,Male,PARTNERS,Asian or Asian British (all)
S130347765,CSC8103,77,Male,PARTNERS,Asian or Asian British (all)
S130347765,CSC8104,88,Male,PARTNERS,Asian or Asian British (all)
S130347765,CSC8105,82,Male,PARTNERS,Asian or Asian British (all)
S130347765,CSC8110,81,Male,PARTNERS,Asian or Asian British (all)
S130347765,CSC8111,50,Male,PARTNERS,Asian or Asian British (all)
S130347765,CSC8205,75,Male,PARTNERS,Asian or Asian British (all)
S130347765,CSC8206,73,Male,PARTNERS,Asian or Asian British (all)
S130347765,CSC8404,67,Male,PARTNERS,Asian or Asian British (all)
S130659347,CSC8102,62,Female,INTO,Arab
S130659347,CSC8106,50,Female,INTO,Arab
S130659347,CSC8110,58,Female,INTO,Arab
S130659347,CSC8201,63,Female,INTO,Arab
S130659347,CSC8202,51,Female,INTO,Arab
S130659347,CSC8203,64,Female,INTO,Arab
S130659347,CSC8205,62,Female,INTO,Arab
S130659347,CSC8206,73,Female,INTO,Arab
S130659347,CSC8406,82,Female,INTO,Arab
S140044403,CSC8101,62,Male,Widening Participation,White including Another other and Irish
S140044403,CSC8104,82,Male,Widening Participation,White including Another other and Irish
S140044403,CSC8110,72,Male,Widening Participation,White including Another other and Irish
S140044403,CSC8111,59,Male,Widening Participation,White including Another other and Irish
S140044403,CSC8201,65,Male,Widening Participation,White including Another other and Irish
S140044403,CSC8202,65,Male,Widening Participation,White including Another other and Irish
S140044403,CSC8205,68,Male,Widening Participation,White including Another other and Irish
S140044403,CSC8206,71,Male,Widening Participation,White including Another other and Irish
S140044403,CSC8404,79,Male,Widening Participation,White including Another other and Irish
S140279577,CSC8105,57,Male,Not Assigned,White including Another other and Irish
S140279577,CSC8106,71,Male,Not Assigned,White including Another other and Irish
S140279577,CSC8110,76,Male,Not Assigned,White including Another other and Irish
S140279577,CSC8201,73,Male,Not Assigned,White including Another other and Irish
S140279577,CSC8203,70,Male,Not Assigned,White including Another other and Irish
S140279577,CSC8204,59,Male,Not Assigned,White including Another other and Irish
S140279577,CSC8205,70,Male,Not Assigned,White including Another other and Irish
S140279577,CSC8206,62,Male,Not Assigned,White including Another other and Irish
S140279577,CSC8406,56,Male,Not Assigned,White including Another other and Irish
S140352065,CSC8101,73,Male,INTO,Arab
S140352065,CSC8102,50,Male,INTO,Arab
S140352065,CSC8103,64,Male,INTO,Arab
S140352065,CSC8104,52,Male,INTO,Arab
S140352065,CSC8110,40,Male,INTO,Arab
S140352065,CSC8202,84,Male,INTO,Arab
S140352065,CSC8205,62,Male,INTO,Arab
S140352065,CSC8206,71,Male,INTO,Arab
S140352065,CSC8404,60,Male,INTO,Arab
S140446515,CSC8101,50,Male,Not Assigned,White including Another other and Irish
S140446515,CSC8104,58,Male,Not Assigned,White including Another other and Irish
S140446515,CSC8110,63,Male,Not Assigned,White including Another other and Irish
S140446515,CSC8111,63,Male,Not Assigned,White including Another other and Irish
S140446515,CSC8201,68,Male,Not Assigned,White including Another other and Irish
S140446515,CSC8202,53,Male,Not Assigned,White including Another other and Irish
S140446515,CSC8205,81,Male,Not Assigned,White including Another other and Irish
S140446515,CSC8206,82,Male,Not Assigned,White including Another other and Irish
S140446515,CSC8404,79,Male,Not Assigned,White including Another other and Irish
S150124643,CSC8101,63,Male,Not Assigned,Chinese
S150124643,CSC8104,86,Male,Not Assigned,Chinese
S150124643,CSC8110,92,Male,Not Assigned,Chinese
S150124643,CSC8111,78,Male,Not Assigned,Chinese
S150124643,CSC8201,71,Male,Not Assigned,Chinese
S150124643,CSC8202,77,Male,Not Assigned,Chinese
S150124643,CSC8205,85,Male,Not Assigned,Chinese
S150124643,CSC8206,81,Male,Not Assigned,Chinese
S150124643,CSC8404,70,Male,Not Assigned,Chinese
S150588270,CSC8103,52,Male,INTO,Chinese
S150588270,CSC8106,52,Male,INTO,Chinese
S150588270,CSC8110,70,Male,INTO,Chinese
S150588270,CSC8111,50,Male,INTO,Chinese
S150588270,CSC8202,71,Male,INTO,Chinese
S150588270,CSC8203,52,Male,INTO,Chinese
S150588270,CSC8205,57,Male,INTO,Chinese
S150588270,CSC8206,74,Male,INTO,Chinese
S150588270,CSC8406,50,Male,INTO,Chinese
S160357075,CSC8102,62,Male,Not Assigned,White including Another other and Irish
S160357075,CSC8106,67,Male,Not Assigned,White including Another other and Irish
S160357075,CSC8110,76,Male,Not Assigned,White including Another other and Irish
S160357075,CSC8201,79,Male,Not Assigned,White including Another other and Irish
S160357075,CSC8202,68,Male,Not Assigned,White including Another other and Irish
S160357075,CSC8203,60,Male,Not Assigned,White including Another other and Irish
S160357075,CSC8205,62,Male,Not Assigned,White including Another other and Irish
S160357075,CSC8206,75,Male,Not Assigned,White including Another other and Irish
S160357075,CSC8406,80,Male,Not Assigned,White including Another other and Irish
S160578072,CSC8102,59,Female,INTO,White including Another other and Irish
S160578072,CSC8106,57,Female,INTO,White including Another other and Irish
S160578072,CSC8111,50,Female,INTO,White including Another other and Irish
S160578072,CSC8201,61,Female,INTO,White including Another other and Irish
S160578072,CSC8202,81,Female,INTO,White including Another other and Irish
S160578072,CSC8203,54,Female,INTO,White including Another other and Irish
S160578072,CSC8205,69,Female,INTO,White including Another other and Irish
S160578072,CSC8206,70,Female,INTO,White including Another other and Irish
S160578072,CSC8406,79,Female,INTO,White including Another other and Irish
S160740613,CSC8101,63,Female,INTO,Chinese
S160740613,CSC8102,56,Female,INTO,Chinese
S160740613,CSC8106,62,Female,INTO,Chinese
S160740613,CSC8110,56,Female,INTO,Chinese
S160740613,CSC8201,74,Female,INTO,Chinese
S160740613,CSC8202,69,Female,INTO,Chinese
S160740613,CSC8205,68,Female,INTO,Chinese
S160740613,CSC8206,58,Female,INTO,Chinese
S160740613,CSC8406,72,Female,INTO,Chinese
S170009780,CSC8101,65,Male,INTO,Chinese
S170009780,CSC8102,60,Male,INTO,Chinese
S170009780,CSC8103,62,Male,INTO,Chinese
S170009780,CSC8104,78,Male,INTO,Chinese
S170009780,CSC8106,71,Male,INTO,Chinese
S170009780,CSC8110,94,Male,INTO,Chinese
S170009780,CSC8205,72,Male,INTO,Chinese
S170009780,CSC8206,66,Male,INTO,Chinese
S170009780,CSC8404,70,Male,INTO,Chinese
S170015770,CSC8101,50,Male,INTO,Chinese
S170015770,CSC8102,53,Male,INTO,Chinese
S170015770,CSC8106,50,Male,INTO,Chinese
S170015770,CSC8111,57,Male,INTO,Chinese
S170015770,CSC8201,56,Male,INTO,Chinese
S170015770,CSC8202,64,Male,INTO,Chinese
S170015770,CSC8205,66,Male,INTO,Chinese
S170015770,CSC8206,66,Male,INTO,Chinese
